data,data de último acesso,id,turmaTrilha,atividadesFeitas,atividadesCorretas,atividadesGerais
2021-07-26,2021-04-13,723931,1675726,0,0,
2021-07-26,2021-04-13,732561,1674905,0,0,
2021-07-26,2021-05-31,727266,1682361,0,0,
2021-07-26,2021-04-13,728805,1675707,0,0,
2021-07-26,2021-04-13,737711,1662234,0,0,
2021-07-26,2021-07-02,733735,1662766,0,0,
2021-07-26,2021-06-29,596020,12408931,0,0,
2021-07-26,2021-05-07,493022,22402131,0,0,
2021-07-26,2021-04-13,727046,1686419,0,0,
2021-07-26,2021-04-13,725866,1686135,0,0,
2021-07-26,2021-03-26,593797,12406431,0,0,
2021-07-26,2021-06-30,567955,11401411,0,0,
2021-07-26,2021-07-26,579757,12403311,0,0,
2021-07-26,2021-06-29,594467,12406531,0,0,
2021-07-26,2021-07-27,570761,11405611,0,0,
2021-07-26,2021-05-05,567861,11401811,0,0,
2021-07-26,2021-05-03,752537,1682150,0,0,
2021-07-26,2021-04-13,732095,1675798,0,0,
2021-07-26,2021-06-14,586756,11403031,0,0,
2021-07-26,2021-06-02,774337,12400311,0,0,
2021-07-26,2021-04-13,735968,1668767,0,0,
2021-07-26,2021-04-13,737562,1671477,0,0,
2021-07-26,2021-04-13,727901,1679898,0,0,
2021-07-26,2021-07-24,579789,12404011,0,0,
2021-07-26,2021-07-29,586010,11401531,0,0,1.0
2021-07-26,2021-07-08,608021,24401831,0,0,
2021-07-26,2021-05-03,751774,1665704,0,0,
2021-07-26,2021-06-02,773659,12400231,0,0,
2021-07-26,2021-04-05,567917,11402011,0,0,
2021-07-26,2021-07-01,493204,23400331,0,0,
2021-07-26,2021-06-30,730803,1671751,0,0,
2021-07-26,2021-07-18,594741,12406931,0,0,
2021-07-26,2021-04-13,737781,1656549,0,0,
2021-07-26,2021-04-13,732215,1664749,0,0,
2021-07-26,2021-04-13,727434,1666436,0,0,
2021-07-26,2021-05-03,751346,1673084,0,0,
2021-07-26,2021-05-12,604796,22401031,0,0,
2021-07-26,2021-06-27,732024,1664749,0,0,
2021-07-26,2021-04-14,600610,21403131,0,0,
2021-07-26,2021-04-01,567748,11402311,0,0,
2021-07-26,2021-04-13,732533,1662775,0,0,
2021-07-26,2021-04-13,736276,1662746,0,0,
2021-07-26,2021-06-29,733047,1683435,0,0,
2021-07-26,2021-05-20,590015,12405631,0,0,
2021-07-26,2021-07-29,738211,1662282,0,0,1.0
2021-07-26,2021-05-20,580327,12404111,0,0,
2021-07-26,2021-04-20,580490,12404211,0,0,
2021-07-26,2021-04-13,730599,1697601,0,0,
2021-07-26,2021-04-22,569182,11403011,0,0,
2021-07-26,2021-06-29,729209,1686151,0,0,
2021-07-26,2021-06-08,568931,11403311,0,0,
2021-07-26,2021-06-15,736947,1671273,0,0,
2021-07-26,2021-04-13,730349,1671195,0,0,
2021-07-26,2021-06-10,586663,11401731,0,0,
2021-07-26,2021-07-21,568913,11402611,0,0,
2021-07-26,2021-07-29,726346,1668292,0,0,10.0
2021-07-26,2021-03-26,604693,22401031,0,0,
2021-07-26,2021-04-14,595200,12407431,0,0,
2021-07-26,2021-06-28,569131,11402811,0,0,
2021-07-26,2021-04-16,604177,22400931,0,0,
2021-07-26,2021-07-07,797278,21401111,0,0,
2021-07-26,2021-05-12,516496,25402331,0,0,
2021-07-26,2021-04-13,726126,1686146,0,0,
2021-07-26,2021-07-17,568711,11403211,0,0,
2021-07-26,2021-06-02,773855,21407831,0,0,
2021-07-26,2021-07-04,580157,12403611,0,0,
2021-07-26,2021-07-29,733102,1662795,1,0,23.0
2021-07-26,2021-04-13,724032,1655682,0,0,
2021-07-26,2021-04-15,601033,21404331,0,0,
2021-07-26,2021-04-13,726559,1682357,0,0,
2021-07-26,2021-04-13,723582,1677874,0,0,
2021-07-26,2021-07-02,584914,25400511,0,0,
2021-07-26,2021-04-29,603640,22400132,0,0,
2021-07-26,2021-05-24,728181,1701074,0,0,
2021-07-26,2021-05-03,752160,1678886,0,0,
2021-07-26,2021-04-13,587050,11405231,0,0,
2021-07-26,2021-05-02,594571,12407431,0,0,
2021-07-26,2021-04-18,600462,21400133,0,0,
2021-07-26,2021-07-30,723886,1683418,0,0,3.0
2021-07-26,2021-07-28,579652,12403811,0,0,
2021-07-26,2021-03-26,580292,12404511,0,0,
2021-07-26,2021-04-13,733976,1670066,0,0,
2021-07-26,2021-06-02,775213,21407831,0,0,
2021-07-26,2021-04-13,728564,1675544,0,0,
2021-07-26,2021-04-13,736648,1679264,0,0,
2021-07-26,2021-05-12,580981,12404611,0,0,
2021-07-26,2021-06-22,602159,21400332,0,0,
2021-07-26,2021-04-13,727274,1696523,0,0,
2021-07-26,2021-03-26,580698,12404711,0,0,
2021-07-26,2021-05-03,753556,1665020,0,0,
2021-07-26,2021-05-19,736173,1671621,0,0,
2021-07-26,2021-05-10,609710,24401931,0,0,
2021-07-26,2021-04-21,594584,12407731,0,0,
2021-07-26,2021-04-13,735289,1693763,0,0,
2021-07-26,2021-05-03,752673,1681974,0,0,
2021-07-26,2021-04-13,736713,1665227,0,0,
2021-07-26,2021-04-28,610846,25402131,0,0,
2021-07-26,2021-05-06,596074,12408031,0,0,
2021-07-26,2021-04-13,729602,1661595,0,0,
2021-07-26,2021-04-13,735925,1713656,0,0,
2021-07-26,2021-05-12,753204,1665704,0,0,
2021-07-26,2021-04-18,596113,12408031,0,0,
2021-07-26,2021-07-15,730165,1664272,0,0,
2021-07-26,2021-03-26,601363,21405531,0,0,
2021-07-26,2021-05-04,515623,24402031,0,0,
2021-07-26,2021-04-13,730457,1678295,0,0,
2021-07-26,2021-03-26,580752,12404811,0,0,
2021-07-26,2021-04-13,735465,1661620,0,0,
2021-07-26,2021-04-13,731745,1661605,0,0,
2021-07-26,2021-03-26,581523,12405011,0,0,
2021-07-26,2021-03-26,580919,12404911,0,0,
2021-07-26,2021-06-30,735784,1674877,0,0,
2021-07-26,2021-06-04,595679,12408431,0,0,
2021-07-26,2021-04-13,729884,1668665,0,0,
2021-07-26,2021-05-20,581507,12405211,0,0,
2021-07-26,2021-04-13,738473,1693786,0,0,
2021-07-26,2021-06-16,773455,23400231,0,0,
2021-07-26,2021-05-03,751369,1665020,0,0,
2021-07-26,2021-04-19,587763,11405531,0,0,
2021-07-26,2021-05-03,752604,1683071,0,0,
2021-07-26,2021-04-08,581510,12405111,0,0,
2021-07-26,2021-04-24,595709,12408331,0,0,
2021-07-26,2021-03-26,602160,21405931,0,0,
2021-07-26,2021-04-13,728077,1669962,0,0,
2021-07-26,2021-03-26,601735,21405731,0,0,
2021-07-26,2021-04-13,729741,1702035,0,0,
2021-07-26,2021-04-13,734160,1697594,0,0,
2021-07-26,2021-04-13,736526,1678161,0,0,
2021-07-26,2021-04-13,724829,1674722,0,0,
2021-07-26,2021-07-23,732862,1661955,0,0,
2021-07-26,2021-04-19,586242,11400631,0,0,
2021-07-26,2021-04-01,585072,11400331,0,0,
2021-07-26,2021-07-30,775099,12400211,0,0,4.0
2021-07-26,2021-06-01,602676,21406831,0,0,
2021-07-26,2021-04-26,577521,12400113,0,0,
2021-07-26,2021-05-02,568046,11404411,0,0,
2021-07-26,2021-04-13,728486,1701994,0,0,
2021-07-26,2021-05-07,752493,1672608,0,0,
2021-07-26,2021-03-26,567318,11400412,0,0,
2021-07-26,2021-07-27,733163,1661823,0,0,1.0
2021-07-26,2021-05-03,752627,1684472,0,0,
2021-07-26,2020-09-25,495611,11900402,0,0,
2021-07-26,2021-05-20,595849,12408431,0,0,
2021-07-26,2021-05-03,590023,12400133,0,0,
2021-07-26,2021-04-13,728887,1661574,0,0,
2021-07-26,2021-07-08,729160,1669962,0,0,
2021-07-26,2021-06-26,732812,1711688,0,0,
2021-07-26,2021-04-13,733273,1661605,0,0,
2021-07-26,2021-06-28,773810,21407631,0,0,
2021-07-26,2021-07-04,599238,21405831,0,0,
2021-07-26,2021-06-22,588207,"11403331,11405231",0,0,
2021-07-26,2021-05-04,568833,11413111,0,0,
2021-07-26,2021-07-24,610757,25403031,0,0,
2021-07-26,2021-07-01,723941,1666458,0,0,
2021-07-26,2021-06-30,601311,21400432,0,0,
2021-07-26,2021-07-22,727511,1671032,0,0,
2021-07-26,2021-04-28,516141,25403031,0,0,
2021-07-26,2021-06-21,588040,11405431,0,0,
2021-07-26,2021-04-13,725696,1668620,0,0,
2021-07-26,2021-04-01,570448,11412411,0,0,
2021-07-26,2021-03-26,566009,11900301,0,0,
2021-07-26,2021-06-02,774708,12400411,0,0,
2021-07-26,2021-07-21,724840,1656695,0,0,
2021-07-26,2021-04-13,738005,1696512,0,0,
2021-07-26,2021-04-12,587997,11405331,0,0,
2021-07-26,2021-03-26,566216,12900101,0,0,
2021-07-26,2021-03-26,589890,12400631,0,0,
2021-07-26,2021-07-27,566406,22900101,0,0,
2021-07-26,2021-04-13,734868,1686159,0,0,
2021-07-26,2021-07-28,495867,21900101,0,0,
2021-07-26,2021-06-18,775630,12900201,0,0,
2021-07-26,2021-05-05,605534,22402131,0,0,
2021-07-26,2021-07-28,730258,1689405,0,0,
2021-07-26,2021-04-14,492299,25400631,0,0,
2021-07-26,2021-04-17,584278,23400211,0,0,
2021-07-26,2021-06-28,580710,12405211,0,0,
2021-07-26,2021-06-25,726026,1675500,0,0,
2021-07-26,2021-07-08,731965,1674987,0,0,
2021-07-26,2021-05-03,754240,1679421,0,0,
2021-07-26,2021-05-03,751634,1681964,0,0,
2021-07-26,2021-07-22,735620,1674905,0,0,
2021-07-26,2021-05-23,566074,22900101,0,0,
2021-07-26,2021-06-02,775731,11900501,0,0,
2021-07-26,2021-03-26,567299,11400212,0,0,
2021-07-26,2021-06-02,775360,11400131,0,0,
2021-07-26,2021-07-28,571279,11405811,0,0,16.0
2021-07-26,2021-06-23,736188,1663785,0,0,
2021-07-26,2021-05-05,578893,12402311,0,0,
2021-07-26,2021-04-13,725568,1674801,0,0,
2021-07-26,2021-05-14,753989,"1665658,21401211",0,0,
2021-07-26,2021-05-10,611774,25400731,0,0,
2021-07-26,2021-03-31,565997,21900201,0,0,
2021-07-26,2021-05-06,571061,11406411,0,0,
2021-07-26,2021-07-07,724080,1661574,0,0,
2021-07-26,2021-04-23,596424,12409631,0,0,
2021-07-26,2021-06-28,571529,11405911,0,0,
2021-07-26,2021-05-03,752218,1753107,0,0,
2021-07-26,2021-05-03,751553,1672622,0,0,
2021-07-26,2021-06-23,492556,23400111,0,0,
2021-07-26,2021-07-21,570782,11405811,0,0,
2021-07-26,2021-04-06,581637,12405711,0,0,
2021-07-26,2021-05-04,605452,22402231,0,0,
2021-07-26,2021-04-13,724410,1720985,0,0,
2021-07-26,2021-05-03,753404,1683067,0,0,
2021-07-26,2021-06-22,735338,1674877,0,0,
2021-07-26,2021-04-26,571398,11406311,0,0,
2021-07-26,2021-05-07,587480,11400132,0,0,
2021-07-26,2021-03-26,571254,11405611,0,0,
2021-07-26,2021-06-02,773175,11400331,0,0,
2021-07-26,2021-07-29,736853,1696027,0,0,7.0
2021-07-26,2021-05-03,751456,1681977,0,0,
2021-07-26,2021-05-26,731144,1682367,0,0,
2021-07-26,2021-04-13,731769,1671776,0,0,
2021-07-26,2021-05-18,573261,11408011,0,0,
2021-07-26,2021-04-13,738754,1679333,0,0,
2021-07-26,2021-04-27,581746,12406111,0,0,
2021-07-26,2021-05-09,587668,11404231,0,0,
2021-07-26,2021-05-03,754187,1684605,0,0,
2021-07-26,2021-06-07,583982,22400211,0,0,
2021-07-26,2021-06-02,774880,12400931,0,0,
2021-07-26,2021-04-13,729607,1661574,0,0,
2021-07-26,2021-07-29,578249,12403811,0,0,5.0
2021-07-26,2021-06-07,593742,12405331,0,0,
2021-07-26,2021-04-13,735648,1696096,0,0,
2021-07-26,2021-04-13,728955,1674144,0,0,
2021-07-26,2021-04-04,577782,12400511,0,0,
2021-07-26,2021-07-29,725507,1678278,0,0,2.0
2021-07-26,2021-06-02,775266,11400911,0,0,
2021-07-26,2021-04-13,726896,1668530,0,0,
2021-07-26,2021-04-10,589694,12400431,0,0,
2021-07-26,2021-04-13,730292,1675823,0,0,
2021-07-26,2021-04-13,738688,1683499,0,0,
2021-07-26,2021-07-26,731667,1662857,0,0,1.0
2021-07-26,2021-05-03,752710,1683065,0,0,
2021-07-26,2021-04-14,494883,25401031,0,0,
2021-07-26,2021-07-07,568733,11402511,0,0,
2021-07-26,2021-04-06,566038,24900101,0,0,
2021-07-26,2021-04-13,726363,1682357,0,0,
2021-07-26,2021-06-02,774268,24400111,0,0,
2021-07-26,2021-05-03,753903,1675907,0,0,
2021-07-26,2021-04-20,581895,12406311,0,0,
2021-07-26,2021-05-13,582137,12406111,0,0,
2021-07-26,2021-07-17,611673,25400931,0,0,
2021-07-26,2021-07-30,736190,1695638,0,0,
2021-07-26,2021-07-09,728262,1671103,0,0,
2021-07-26,2021-07-06,585165,25400511,0,0,
2021-07-26,2021-04-13,732101,1666048,0,0,
2021-07-26,2021-04-13,735164,1670176,0,0,
2021-07-26,2021-06-10,732929,1697840,0,0,
2021-07-26,2021-04-13,734034,1661757,0,0,
2021-07-26,2021-04-13,731174,1674987,0,0,
2021-07-26,2021-04-13,726516,1674814,0,0,
2021-07-26,2021-04-13,724178,1674801,0,0,
2021-07-26,2021-05-03,754625,1658658,0,0,
2021-07-26,2021-04-13,577360,11414211,0,0,
2021-07-26,2021-04-13,734222,1702049,0,0,
2021-07-26,2021-03-26,596845,12409731,0,0,
2021-07-26,2021-04-16,566054,24900101,0,0,
2021-07-26,2021-07-01,583874,22400511,0,0,
2021-07-26,2021-03-26,596324,12409931,0,0,
2021-07-26,2021-06-07,519455,11900501,0,0,
2021-07-26,2021-05-11,610060,25400931,0,0,
2021-07-26,2021-03-26,566030,12900101,0,0,
2021-07-26,2021-07-13,572536,11412011,0,0,
2021-07-26,2021-04-13,728897,1675726,0,0,
2021-07-26,2021-07-07,576245,11412611,0,0,
2021-07-26,2021-07-27,604918,22401031,0,0,
2021-07-26,2021-06-06,604821,22400931,0,0,
2021-07-26,2021-04-06,596977,12409731,0,0,
2021-07-26,2021-03-26,612143,25403731,0,0,
2021-07-26,2021-05-18,582085,12406711,0,0,
2021-07-26,2021-04-19,582344,12406811,0,0,
2021-07-26,2021-07-08,572093,11402611,0,0,
2021-07-26,2021-05-03,753659,1665360,0,0,
2021-07-26,2021-04-03,572321,11407511,0,0,
2021-07-26,2021-06-02,773581,25400111,0,0,
2021-07-26,2021-07-22,726422,1677362,0,0,
2021-07-26,2021-04-13,736740,1693748,0,0,
2021-07-26,2021-04-13,726002,1683654,0,0,
2021-07-26,2021-04-13,733075,1679910,0,0,
2021-07-26,2021-07-23,774647,21400531,0,0,
2021-07-26,2021-05-05,571900,11407011,0,0,
2021-07-26,2021-05-04,602505,21407031,0,0,
2021-07-26,2021-05-03,753227,1656397,0,0,
2021-07-26,2021-07-05,339749,25900101,0,0,
2021-07-26,2021-07-17,489133,22400111,0,0,
2021-07-26,2021-03-26,597293,12409931,0,0,
2021-07-26,2021-05-03,753686,1682150,0,0,
2021-07-26,2021-06-03,588055,11404431,0,0,
2021-07-26,2021-06-25,572121,11407411,0,0,
2021-07-26,2021-07-28,734214,1663959,0,0,1.0
2021-07-26,2021-04-05,565888,21900101,0,0,
2021-07-26,2021-05-03,751978,1671475,0,0,
2021-07-26,2021-05-31,571699,11407611,0,0,
2021-07-26,2021-07-29,773612,12401431,2,0,16.0
2021-07-26,2021-04-25,603038,21407031,0,0,
2021-07-26,2021-07-21,607214,23401431,0,0,
2021-07-26,2021-04-13,729090,1677904,0,0,
2021-07-26,2021-04-13,727798,1668275,0,0,
2021-07-26,2021-05-18,571956,11407811,0,0,
2021-07-26,2021-03-26,584719,25400111,0,0,
2021-07-26,2021-07-05,588386,11404631,0,0,
2021-07-26,2021-06-24,596372,11405031,0,0,
2021-07-26,2021-05-03,751094,1710014,0,0,
2021-07-26,2021-03-26,605413,22402731,0,0,
2021-07-26,2021-04-13,724435,1663022,0,0,
2021-07-26,2021-06-08,577401,12400113,0,0,
2021-07-26,2021-06-24,728856,1679938,0,0,
2021-07-26,2021-07-22,572307,11408011,0,0,
2021-07-26,2021-04-13,577199,12400111,0,0,
2021-07-26,2021-07-21,731421,1671751,0,0,
2021-07-26,2021-04-13,724760,1671081,0,0,
2021-07-26,2021-06-28,582014,12407111,0,0,
2021-07-26,2021-04-13,726257,1696523,0,0,
2021-07-26,2021-05-28,603224,21407831,0,0,
2021-07-26,2021-05-03,753173,1673106,0,0,
2021-07-26,2021-07-21,611507,25404031,0,0,
2021-07-26,2021-06-02,773941,21401211,0,0,
2021-07-26,2021-06-18,738548,1667054,0,0,
2021-07-26,2021-07-28,724720,1679929,0,0,
2021-07-26,2021-06-30,727954,1707330,0,0,
2021-07-26,2021-04-28,584275,23400111,0,0,
2021-07-26,2021-04-13,729272,1696523,0,0,
2021-07-26,2021-05-05,586712,11403031,0,0,
2021-07-26,2021-04-13,738544,1671776,0,0,
2021-07-26,2021-04-09,495903,11900402,0,0,
2021-07-26,2021-04-13,736968,1661726,0,0,
2021-07-26,2021-07-22,727612,1657123,0,0,
2021-07-26,2021-04-06,607795,23401631,0,0,
2021-07-26,2021-06-21,730347,1683540,0,0,
2021-07-26,2021-05-20,605717,22400133,0,0,
2021-07-26,2021-06-14,603985,21408131,0,0,
2021-07-26,2021-06-02,774363,11400531,0,0,
2021-07-26,2021-04-13,735706,1693781,0,0,
2021-07-26,2021-05-05,605178,22401831,0,0,
2021-07-26,2021-05-10,589679,12409331,0,0,
2021-07-26,2021-05-06,577726,12400411,0,0,
2021-07-26,2021-06-21,573569,11407011,0,0,
2021-07-26,2021-05-12,588551,11405031,0,0,
2021-07-26,2021-07-29,774534,12400511,0,0,20.0
2021-07-26,2021-04-13,737399,1680328,0,0,
2021-07-26,2021-07-07,734806,1679277,0,0,
2021-07-26,2021-05-04,589438,12400331,0,0,
2021-07-26,2021-06-12,730217,1674877,0,0,
2021-07-26,2021-05-03,751667,1656451,0,0,
2021-07-26,2021-07-22,608442,24400831,0,0,
2021-07-26,2021-05-03,751223,1674686,0,0,
2021-07-26,2021-06-24,730125,1687746,0,0,
2021-07-26,2021-04-08,566425,11900101,0,0,
2021-07-26,2021-07-21,584838,25400511,0,0,
2021-07-26,2021-07-28,731810,1664749,0,0,15.0
2021-07-26,2021-04-12,565965,11900201,0,0,
2021-07-26,2021-04-14,574616,11409811,0,0,
2021-07-26,2021-06-22,724304,1699463,0,0,
2021-07-26,2021-03-31,565891,11900301,0,0,
2021-07-26,2021-04-14,608388,24400931,0,0,
2021-07-26,2021-07-21,597676,21407531,0,0,
2021-07-26,2021-04-13,736585,1662477,0,0,
2021-07-26,2021-04-13,726630,1701935,0,0,
2021-07-26,2021-04-01,566431,23900101,0,0,
2021-07-26,2021-05-04,603841,21400531,0,0,
2021-07-26,2021-07-07,572643,11408611,0,0,
2021-07-26,2021-04-30,566098,11900402,0,0,
2021-07-26,2021-04-13,732363,1662811,0,0,
2021-07-26,2021-05-30,566039,11900101,0,0,
2021-07-26,2021-04-12,591027,12401231,0,0,
2021-07-26,2021-05-27,768894,1668640,0,0,
2021-07-26,2021-06-02,572992,11409311,0,0,
2021-07-26,2021-04-13,726410,1663447,0,0,
2021-07-26,2021-06-18,737076,1663959,0,0,
2021-07-26,2021-07-30,582898,21401211,0,0,
2021-07-26,2021-03-26,578504,12401211,0,0,
2021-07-26,2021-04-13,572830,11408811,0,0,
2021-07-26,2021-03-26,583620,21401111,0,0,
2021-07-26,2021-04-14,590526,12401031,0,0,
2021-07-26,2021-04-13,738508,1677572,0,0,
2021-07-26,2021-04-16,574021,11411011,0,0,
2021-07-26,2021-06-10,576978,12403811,0,0,
2021-07-26,2021-05-05,723898,1663549,0,0,
2021-07-26,2021-04-12,590112,12400631,0,0,
2021-07-26,2021-06-12,588776,11405731,0,0,
2021-07-26,2021-04-13,726221,1701935,0,0,
2021-07-26,2021-04-13,732603,1687199,0,0,
2021-07-26,2021-07-30,733352,1662647,0,0,23.0
2021-07-26,2021-04-17,588354,11405631,0,0,
2021-07-26,2021-04-29,583609,21401011,0,0,
2021-07-26,2021-04-17,577823,12401211,0,0,
2021-07-26,2021-07-30,733671,1661489,0,0,7.0
2021-07-26,2021-06-07,773744,22401931,0,0,
2021-07-26,2021-05-10,588559,11405231,0,0,
2021-07-26,2021-05-06,738220,1663649,0,0,
2021-07-26,2021-04-14,572986,11408911,0,0,
2021-07-26,2021-05-27,768823,1663738,0,0,
2021-07-26,2021-07-29,729176,1689394,0,0,
2021-07-26,2021-05-27,727937,1668760,0,0,
2021-07-26,2021-04-13,732399,1674940,0,0,
2021-07-26,2021-05-17,486141,22403531,0,0,
2021-07-26,2021-07-08,737943,1692422,0,0,
2021-07-26,2021-06-29,578497,12401311,0,0,
2021-07-26,2021-07-05,724312,1666412,0,0,
2021-07-26,2021-04-13,728875,1667726,0,0,
2021-07-26,2021-07-22,589029,11405431,0,0,
2021-07-26,2021-07-02,590238,12400731,0,0,
2021-07-26,2021-04-12,590936,12400831,0,0,
2021-07-26,2021-04-18,485741,22400311,0,0,
2021-07-26,2021-07-07,574137,11406911,0,0,
2021-07-26,2021-07-02,590101,12400531,0,0,
2021-07-26,2021-05-13,589346,12400133,0,0,
2021-07-26,2021-03-26,574498,11409711,0,0,
2021-07-26,2021-07-28,573971,11409811,0,0,6.0
2021-07-26,2021-04-22,590560,12401331,0,0,
2021-07-26,2021-07-28,733591,1675962,0,0,
2021-07-26,2021-07-28,724742,1697569,0,0,4.0
2021-07-26,2021-04-13,726698,1692843,0,0,
2021-07-26,2021-04-13,724522,1677874,0,0,
2021-07-26,2021-05-26,724413,1666436,0,0,
2021-07-26,2021-04-22,573880,11409811,0,0,
2021-07-26,2021-05-24,577669,12401211,0,0,
2021-07-26,2021-04-15,573967,11410211,0,0,
2021-07-26,2021-06-28,588333,11406031,0,0,
2021-07-26,2021-04-26,590484,12401331,0,0,
2021-07-26,2021-07-23,734572,1682367,0,0,
2021-07-26,2021-07-05,608759,24401031,0,0,
2021-07-26,2021-04-09,583965,22400511,0,0,
2021-07-26,2021-03-26,590478,12401831,0,0,
2021-07-26,2021-06-02,775543,24900201,0,0,
2021-07-26,2021-04-13,724983,1690524,0,0,
2021-07-26,2021-04-03,591204,12401831,0,0,
2021-07-26,2021-04-13,727948,1707330,0,0,
2021-07-26,2021-05-05,566395,11900101,0,0,
2021-07-26,2021-04-16,588147,11400232,0,0,
2021-07-26,2021-06-04,736567,1696057,0,0,
2021-07-26,2021-04-13,727474,1668524,0,0,
2021-07-26,2021-04-27,577718,12401311,0,0,
2021-07-26,2021-05-05,574441,11410411,0,0,
2021-07-26,2021-04-13,727183,1682358,0,0,
2021-07-26,2021-04-13,734649,1696514,0,0,
2021-07-26,2021-04-27,485720,23401531,0,0,
2021-07-26,2021-04-27,585190,25400511,0,0,
2021-07-26,2021-03-26,566521,21900201,0,0,
2021-07-26,2021-06-02,775517,21900301,0,0,
2021-07-26,2021-03-26,565979,12900101,0,0,
2021-07-26,2021-05-04,606372,22403631,0,0,
2021-07-26,2021-04-14,608479,24401131,0,0,
2021-07-26,2021-04-13,731978,1662777,0,0,
2021-07-26,2021-03-26,565932,11900201,0,0,
2021-07-26,2021-04-19,591185,12402131,0,0,
2021-07-26,2021-03-26,566540,11900301,0,0,
2021-07-26,2021-06-02,734830,1676509,0,0,
2021-07-26,2021-04-13,735274,1664071,0,0,
2021-07-26,2021-04-05,520202,24900101,0,0,
2021-07-26,2021-03-26,566060,21900101,0,0,
2021-07-26,2021-06-02,775741,24900201,0,0,
2021-07-26,2021-04-13,733064,1656084,0,0,
2021-07-26,2021-03-26,566090,22900101,0,0,
2021-07-26,2021-07-28,520225,25900101,0,0,
2021-07-26,2021-04-20,597782,21400631,0,0,
2021-07-26,2021-06-02,775762,22900201,0,0,
2021-07-26,2021-06-02,774437,21400831,0,0,
2021-07-26,2021-06-02,773561,11400131,0,0,
2021-07-26,2021-06-24,737565,1676610,0,0,
2021-07-26,2021-03-26,596448,12409931,0,0,
2021-07-26,2021-07-29,727406,1676584,0,0,
2021-07-26,2021-05-03,754191,1675892,0,0,
2021-07-26,2021-07-30,729841,1691443,0,0,1.0
2021-07-26,2021-05-07,751573,1674716,0,0,
2021-07-26,2021-04-13,738842,1676509,0,0,
2021-07-26,2021-05-03,753088,1710548,0,0,
2021-07-26,2021-03-26,605962,22400531,0,0,
2021-07-26,2021-04-15,592041,12402131,0,0,
2021-07-26,2021-05-03,751147,1656355,0,0,
2021-07-26,2021-03-26,574285,11410811,0,0,
2021-07-26,2021-04-21,591683,12402431,0,0,
2021-07-26,2021-04-13,738844,1662746,0,0,
2021-07-26,2021-04-13,732930,1655769,0,0,
2021-07-26,2021-04-06,591831,12402531,0,0,
2021-07-26,2021-07-26,573911,11410611,0,0,
2021-07-26,2021-04-07,491445,24401731,0,0,
2021-07-26,2021-05-03,753799,1686721,0,0,
2021-07-26,2021-04-13,736003,1662647,0,0,
2021-07-26,2021-04-25,489589,25401531,0,0,
2021-07-26,2021-04-27,606369,22400931,0,0,
2021-07-26,2021-05-13,586728,11401631,0,0,
2021-07-26,2021-05-04,579026,12404411,0,0,
2021-07-26,2021-06-02,774561,24400331,0,0,
2021-07-26,2021-04-19,565928,23900101,0,0,
2021-07-26,2021-06-28,574494,11410911,0,0,
2021-07-26,2021-06-13,773440,23400431,0,0,
2021-07-26,2021-05-28,731227,1662460,0,0,
2021-07-26,2021-07-25,773758,21400731,0,0,
2021-07-26,2021-04-13,725430,1686419,0,0,
2021-07-26,2021-05-18,591327,12402531,0,0,
2021-07-26,2021-03-26,575180,11411011,0,0,
2021-07-26,2021-04-13,731691,1667737,0,0,
2021-07-26,2021-07-17,495519,22900101,0,0,
2021-07-26,2021-07-22,727481,1674698,0,0,
2021-07-26,2021-04-03,565879,11900402,0,0,
2021-07-26,2021-05-06,566475,21900101,0,0,
2021-07-26,2021-04-13,731296,1674894,0,0,
2021-07-26,2021-06-02,775623,11900501,0,0,
2021-07-26,2021-04-01,608545,24401431,0,0,
2021-07-26,2021-05-16,592091,12402931,0,0,
2021-07-26,2021-04-13,725017,1688406,0,0,
2021-07-26,2021-07-28,732967,1674894,0,0,1.0
2021-07-26,2021-04-16,592045,12403031,0,0,
2021-07-26,2021-04-16,591679,12403031,0,0,
2021-07-26,2021-05-10,565952,21900201,0,0,
2021-07-26,2021-05-27,768766,1682364,0,0,
2021-07-26,2021-07-28,732161,1662097,0,0,3.0
2021-07-26,2021-07-07,797184,11402011,0,0,
2021-07-26,2021-04-13,738764,1661605,0,0,
2021-07-26,2021-04-13,723939,1674698,0,0,
2021-07-26,2021-05-20,752136,1677078,0,0,
2021-07-26,2021-07-07,731034,1661951,0,0,
2021-07-26,2021-04-13,735029,1695631,0,0,
2021-07-26,2021-07-29,729890,1712099,0,0,3.0
2021-07-26,2021-04-16,591372,12402931,0,0,
2021-07-26,2021-04-13,730594,1671657,0,0,
2021-07-26,2021-07-26,736844,1675936,0,0,
2021-07-26,2021-07-29,567596,11400811,1,0,20.0
2021-07-26,2021-04-06,576082,11412511,0,0,
2021-07-26,2021-04-13,736106,1700083,0,0,
2021-07-26,2021-06-02,773824,12400331,0,0,
2021-07-26,2021-06-25,566450,24900101,0,0,
2021-07-26,2021-05-12,574863,11411211,0,0,
2021-07-26,2021-04-13,734009,1662703,0,0,
2021-07-26,2021-04-13,731989,1686489,0,0,
2021-07-26,2021-05-03,753001,1673078,0,0,
2021-07-26,2021-03-26,566100,23900101,0,0,
2021-07-26,2021-05-03,752389,1658650,0,0,
2021-07-26,2021-03-26,566390,11900101,0,0,
2021-07-26,2021-05-03,753427,"1747678,25400331",0,0,
2021-07-26,2021-04-15,566057,22900101,0,0,
